headline_year,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
sihanouk,0,0,0,0,0,0,0,3,1,2,0,1,2,6,1,9,0,1,0,1,1,0,1,0,2,1,11,10,3,0,0,1,2,3,5,4,3,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
silence,0,2,3,1,0,1,1,2,0,1,0,2,1,0,2,1,0,2,0,0,0,0,0,2,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
silent,3,3,2,3,1,3,3,3,2,1,5,4,2,3,2,2,2,0,1,2,2,0,0,0,4,1,2,0,1,1,5,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
silk,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0
silver,0,0,0,1,0,0,1,2,1,0,0,0,2,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,2,0,1,3,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,2,0,2,0,0,0,0,1
sime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3,2,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
simple,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1,1,2,3,3,1,1,1,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
sin,1,1,1,0,1,0,1,3,1,2,2,2,1,0,0,1,1,1,0,1,0,1,2,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sing,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1,0,1,0,0,1,0,0,3,2,4,1,3,9,2,2,1,1,1,1,0,1,0
singapore,41,25,38,69,48,33,27,24,27,32,25,30,30,20,35,18,17,11,8,7,14,13,25,22,27,33,46,38,24,34,39,29,41,32,35,23,26,17,17,15,20,21,10,8,12,15,22,15,29,18,28,20,11,16,16
singaporean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,2,0,2,2,3,0,3,1,2,5,3,1,1,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0
singaporeans,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1,1,0,1,3,4,2,0,1,0,1,3,3,0,1,5,3,4,1,2,4,3,1,3,2,0,1,0,1,3,2,3,3,1,2,0,3
singapores,1,0,3,1,3,0,2,2,3,0,3,1,0,1,4,1,1,0,1,0,5,6,3,2,5,3,3,1,1,4,3,2,2,4,2,6,1,1,0,4,2,3,2,1,0,0,2,2,2,2,1,1,3,1,6
singer,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,1,8,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
singing,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
single,2,2,0,0,2,1,0,0,1,1,0,0,0,1,3,0,1,0,0,0,1,0,3,3,0,1,0,0,3,0,1,1,0,2,1,1,1,2,1,0,1,3,0,1,0,0,2,2,0,0,0,1,0,1,1
singles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,2,2,1,0,1,3,1,0,0,1,0,1,0,0,0,1,0,0,2,2,0,0,0,1
sink,0,1,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
sinking,1,0,1,0,0,1,1,1,0,0,1,0,3,0,1,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
sinks,4,2,3,2,1,0,2,0,1,1,2,3,2,5,6,5,3,4,2,4,4,2,1,2,0,1,0,1,4,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
sino,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,0,0,2,0,0,1,1,0,0,0,0,0,2
siong,1,0,0,0,1,0,3,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sir,33,21,15,14,8,3,2,9,13,4,4,4,1,4,3,3,1,2,2,3,2,1,2,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sister,2,2,0,1,1,0,1,4,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,1,1,0,1,0,1,3,3,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
sisters,0,0,0,1,0,4,0,1,1,2,2,0,1,1,1,1,1,0,2,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1
sit,3,1,1,1,2,1,1,0,1,1,0,0,1,1,0,2,1,1,0,2,1,2,0,0,0,1,0,4,0,2,3,1,2,3,2,2,0,1,0,1,1,0,0,0,1,2,0,0,0,2,0,2,0,0,1
site,1,1,1,0,0,3,2,1,0,1,1,0,1,3,2,0,0,1,2,1,1,1,1,0,0,0,2,0,1,1,2,0,3,1,1,0,1,1,2,3,1,1,0,0,1,0,0,3,1,3,1,1,1,0,1
sites,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,1,2,0,0,0,1,0,1,1,2,5,1,0,1,0,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,1,1,2,6
sitting,0,0,0,3,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,2,4,3,3,5,3,0,1,0,3,0,1,2,3,0,1,0,0,0,0,0,0,1,0,1,0
situation,0,0,0,2,0,0,0,0,0,13,2,3,2,0,13,2,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,0,0,1,0,2,0,0,0,0,0,0,0
sixth,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
size,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0
skies,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,0,0,1,1,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0
skilled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
skills,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,3,10,3,2,1,4,1,2,0,0,1,1,1,2,1,2,3,2,0,4,1,3,0,0,3,1,1,3,0,2,1
skin,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
sky,1,4,3,0,0,1,1,1,2,1,0,2,0,1,0,0,0,1,0,1,1,0,3,2,3,1,1,2,1,3,2,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
slain,12,7,3,12,1,6,3,4,3,8,1,2,5,3,9,3,2,1,1,6,4,4,5,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
slams,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,1,1,2,1,1,0,1,2,0,0,1,2
slash,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
slashed,4,2,4,2,1,4,0,1,0,0,1,0,0,1,1,2,3,0,0,2,0,0,2,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
slashes,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0
sleep,2,1,1,0,2,2,0,2,1,0,1,0,1,0,0,2,1,1,0,0,0,0,2,1,1,1,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
sleeping,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
slide,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,5,0,1,0,0,0,0,0,1,0,3,0,0,3,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
slightly,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slim,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0
slip,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
slips,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,3,3,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
slow,0,20,17,2,4,0,2,4,4,1,2,0,3,1,4,6,2,1,1,3,2,1,2,1,1,3,1,6,2,2,4,1,0,0,2,0,1,0,1,0,3,1,0,1,1,0,0,2,2,0,0,0,0,2,4
slowdown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0
slower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2
slump,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,5,0,0,0,0,1,0,3,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6
sm,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,22,22,37,14,10,9,6,11,4,8,3,3,3,0,3,4
small,0,1,0,0,2,1,0,2,0,0,3,1,2,2,0,0,1,0,0,0,1,2,1,0,4,6,2,6,4,4,10,4,3,1,3,3,0,2,4,1,3,2,0,0,0,2,5,2,3,1,1,1,2,5,3
smaller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,3,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
smallpox,0,0,0,1,19,3,0,8,2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,6,2,0,1,3,1,0,2,2
smash,4,2,2,3,1,1,5,2,2,3,2,2,3,0,3,2,0,4,0,1,6,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
smashed,1,2,1,2,0,3,3,2,1,1,2,2,3,2,2,1,0,0,2,3,1,3,1,1,2,0,0,0,0,3,3,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2
smile,1,1,2,0,2,0,1,1,0,1,2,0,0,3,0,1,1,2,1,1,1,1,1,0,3,2,0,4,3,2,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
smiles,5,9,4,0,3,2,2,2,4,1,0,2,1,2,1,1,3,1,1,1,1,5,1,4,0,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
smiling,1,0,0,0,2,0,0,0,1,0,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
smith,0,1,0,0,0,0,1,0,0,1,7,3,0,8,1,2,1,1,1,0,1,8,7,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
smoke,3,2,3,1,1,0,1,1,2,2,0,2,0,0,0,2,1,1,1,2,2,0,0,0,0,1,1,1,1,2,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
smokes,1,0,0,4,3,1,0,0,1,1,1,2,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smoking,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,1,1,6,5,3,2,3,1,1,2,4,2,0,2,0,1,0,0,1,0,0,2,0,0,0,0
smooth,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,3,1,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,1,0,0,3,1
sms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,5,3,1,2,0,1,1
smuggle,0,0,2,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
smugglers,1,1,4,3,3,0,1,0,1,0,1,1,0,1,0,1,0,1,2,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,1,0,0
smuggling,0,0,3,1,0,2,1,0,0,0,1,3,3,1,0,1,1,1,0,1,0,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
snag,1,0,1,1,1,0,2,1,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
snags,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snake,2,1,1,1,0,0,0,1,0,0,0,1,0,1,4,0,1,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snap,4,1,0,0,3,0,0,0,0,1,2,3,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4,1,1,0,0,1,0,2,0,1,1,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0
snatch,4,3,2,2,1,1,0,3,1,2,3,3,1,0,2,1,1,3,1,4,2,2,2,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snow,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,2,1,1,0,1,0,0,1,0,2,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snub,0,1,2,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
snubs,1,2,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soar,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
soaring,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
soars,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,2,0,0,3,0,0,3,2,0,0,1,0,1,1,0,0,2,0,0,3,1,0,0,0,2,1,0,0,1,2,1,1,0,1,1,0
soccer,1,3,2,3,2,4,6,4,3,2,0,0,0,0,2,2,1,1,4,5,12,5,13,3,3,2,2,4,4,2,5,5,3,0,2,1,2,2,3,3,2,3,0,2,2,1,4,1,1,0,1,0,0,1,0
social,1,0,1,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,2,3,3,3,0,1,3,2,0,0,1,1,1,2,2,0,0,0,1,0,2,0,0,0,2,1,1,1
socialist,0,1,1,1,1,2,3,0,1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
society,1,1,5,4,1,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,2,3,2,3,4,1,2,1,5,0,0,1,2,3,2,1,0,1,1,2,2,1,0,0,1,0,0,2,2,1,0,1
soekarno,3,2,7,11,9,3,6,5,20,10,8,16,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soft,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,2,1,2,0,4,2,3,1,0,1,2,2,2,0,1,2,0,1,0,0,0,2,0,0,0,0,0,2,1,3,0,0,0,0,3
sold,1,2,2,2,1,1,0,0,1,0,1,0,0,1,1,2,0,0,0,1,0,2,4,0,0,1,4,1,4,5,1,1,2,2,1,0,0,0,3,2,1,0,0,3,2,1,1,1,0,2,0,0,1,3,5
soldier,10,7,4,4,3,2,4,5,5,1,1,2,2,5,1,9,2,2,2,10,1,5,1,1,0,1,0,0,0,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
soldiers,5,8,5,3,2,2,1,5,2,5,1,1,4,1,3,3,4,1,1,5,3,3,2,1,2,0,4,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,3,2,1,0,0,0,0
solidarity,0,0,0,1,0,0,0,0,0,4,4,0,2,1,0,1,0,1,0,0,1,0,0,0,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solution,0,1,0,1,1,1,1,0,2,3,0,1,0,2,1,1,2,0,0,1,0,0,0,1,3,4,5,1,1,0,1,2,3,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0
solve,1,0,0,0,1,2,1,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
son,12,7,7,9,10,8,4,3,9,4,10,1,2,6,6,4,4,4,4,2,2,5,7,4,3,2,15,9,5,5,4,2,7,3,1,4,0,0,1,1,1,2,2,2,2,1,3,2,0,1,2,1,0,0,5
song,4,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,6,8,1,2,2,4,5,5,5,7,2,4,4,1,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
songs,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,4,2,2,4,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sons,1,0,1,0,2,2,1,1,0,0,1,0,1,0,1,3,1,1,0,0,0,1,1,0,0,1,1,2,0,1,0,1,2,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0
soon,10,12,13,13,8,8,3,11,2,10,14,14,11,7,12,12,1,7,4,6,2,4,8,1,6,6,3,13,9,7,2,6,3,9,8,4,8,7,3,10,12,8,1,7,8,4,5,3,3,3,2,3,3,5,5
sorry,1,1,5,0,0,2,0,0,0,0,3,1,0,1,0,0,1,0,2,2,0,0,1,0,0,0,1,4,2,3,2,1,0,0,1,1,0,1,3,1,0,0,1,0,3,1,2,1,2,1,0,0,0,1,2
sos,1,2,3,4,0,1,1,0,1,0,0,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
sought,1,4,3,0,3,3,2,1,5,5,0,2,0,1,0,2,4,1,1,1,0,1,2,1,4,0,2,2,2,2,2,6,1,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
soul,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
sound,0,0,2,0,0,1,1,2,1,1,0,0,0,0,4,0,3,3,1,0,0,0,0,0,0,2,1,2,0,2,2,3,1,1,2,0,0,1,3,2,0,2,1,1,1,0,0,1,0,0,1,1,0,2,1
sounds,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
sour,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
south,3,2,3,5,3,6,5,2,2,0,8,2,3,4,6,3,7,4,2,4,0,7,2,4,5,1,3,3,5,3,1,5,0,2,3,2,1,1,4,0,9,0,0,0,1,0,4,4,4,4,1,1,2,0,1
soviet,2,4,1,5,2,3,1,4,2,5,2,6,6,7,18,18,11,10,13,20,4,8,12,7,5,14,11,8,11,6,6,3,3,4,5,7,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
soviets,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,4,2,0,4,4,5,5,2,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
space,2,0,2,3,3,4,13,16,6,5,5,10,3,8,9,8,5,3,2,3,2,4,2,3,3,1,3,7,6,4,1,3,1,2,0,2,0,0,1,2,1,0,0,4,1,1,1,2,2,0,2,2,5,4,3
spain,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
spare,0,1,0,1,0,0,0,0,0,1,1,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
spark,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,3,0
sparks,1,0,1,1,2,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,2,0,0,0,1,1,0,0,3,2,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,3,2,1,2,2,1,2
speak,2,1,1,1,1,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,2,1,6,0,9,4,3,3,2,4,3,1,0,5,0,1,0,2,0,0,0,1,0,1,2,1,1,4,1,0,0,0,0,1,0
speaker,3,0,0,1,1,3,1,2,0,1,2,3,0,1,3,0,1,0,0,2,0,1,0,0,1,3,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
speaking,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
speaks,4,1,3,2,3,2,1,2,4,3,1,1,2,0,0,1,0,0,2,0,1,0,0,1,1,1,2,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
special,3,3,7,8,3,4,4,6,4,4,4,2,3,1,5,4,5,1,3,1,8,9,14,11,23,7,11,15,11,7,7,11,10,9,15,12,11,6,7,10,3,5,1,1,4,4,1,6,2,3,1,1,1,0,2
specials,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
